sku,name,brand,category,description,unit,price,hsn,image,descimage
AV-1005,RP A Mechanical Pipette 500-10000 ACCUMAX (AV-1005),Neuation / Accumax,Pipettes,,unit,3300,,av.png,A mech pipette.png
AF-205,RPF A 2.5 ACCUMAX (AF-205),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-5,RPF A 5 ACCUMAX (AF-5),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-10,RPF A 10 ACCUMAX (AF-10),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-20,RPF A 20 ACCUMAX (AF-20),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-50,RPF A 50 ACCUMAX (AF-50),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-100,RPF A 100 ACCUMAX (AF-100),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-200,RPF A 200 ACCUMAX (AF-200),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-250,RPF A 250 ACCUMAX (AF-250),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-500,RPF A 500 ACCUMAX (AF-500),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-1000,RPF A 1000 ACCUMAX (AF-1000),Neuation / Accumax,Pipettes,,unit,1842,,,
AF-2000,RPF A 2000 ACCUMAX (AF-2000),Neuation / Accumax,Pipettes,,unit,2079,,,
AF-5000,RPF A 5000 ACCUMAX (AF-5000),Neuation / Accumax,Pipettes,,unit,2079,,,
AF-10000,RPF A 10000 ACCUMAX (AF-10000),Neuation / Accumax,Pipettes,,unit,2079,,,
AM8-010,RPM A 0.5-10 (8) ACCUMAX (AM 8-010),Neuation / Accumax,Pipettes,,unit,19250,,,
AM8-050,RPM A 5-50 (8) ACCUMAX (AM 8-050),Neuation / Accumax,Pipettes,,unit,19250,,,
AM8-100,RPM A 10-100 (8) ACCUMAX (AM 8-100),Neuation / Accumax,Pipettes,,unit,19250,,,
AM8-200,RPM A 20-200 (8) ACCUMAX (AM 8-200),Neuation / Accumax,Pipettes,,unit,19250,,,
AM8-300,RPM A 30-300 (8) ACCUMAX (AM 8-300),Neuation / Accumax,Pipettes,,unit,19250,,,
AM12-010,RPM A 0.5-10 (12) ACCUMAX (AM 12-010),Neuation / Accumax,Pipettes,,unit,23650,,,
AM12-100,RPM A 10-100 (12) ACCUMAX (AM 12-100),Neuation / Accumax,Pipettes,,unit,23650,,,
AM12-200,RPM A 20-200 (12) ACCUMAX (AM 12-200),Neuation / Accumax,Pipettes,,unit,23650,,,
AM12-300,RPM A 30-300 (12) ACCUMAX (AM 12-300),Neuation / Accumax,Pipettes,,unit,23650,,,
VAP-100,RP Pro Mechanical Pipette 0.5-10 ACCUMAX (VAP-100),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-125,RP Pro Mechanical Pipette 0.1-2.5 ACCUMAX (VAP-125),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-200,RP Pro Mechanical Pipette 5-50 ACCUMAX (VAP-200),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-300,RP Pro Mechanical Pipette 50-200 ACCUMAX (VAP-300),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-400,RP Pro Mechanical Pipette 200-1000 ACCUMAX (VAP-400),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-500,RP Pro Mechanical Pipette 10-100 ACCUMAX (VAP-500),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-600,RP Pro Mechanical Pipette 100-1000 ACCUMAX (VAP-600),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-700,RP Pro Mechanical Pipette 2-20 ACCUMAX (VAP-700),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-800,RP Pro Mechanical Pipette 20-200 ACCUMAX (VAP-800),Neuation / Accumax,Pipettes,,unit,2145,,Pro mech pipette.png,Pro mech pipette.png
VAP-900,RP Pro Mechanical Pipette 1000-5000 ACCUMAX (VAP-900),Neuation / Accumax,Pipettes,,unit,2310,,Pro mech pipette.png,Pro mech pipette.png
VAP-905,RP Pro Mechanical Pipette 500-5000 ACCUMAX (VAP-905),Neuation / Accumax,Pipettes,,unit,2310,,Pro mech pipette.png,Pro mech pipette.png
VAP-1000,RP Pro Mechanical Pipette 1000-10000 ACCUMAX (VAP-1000),Neuation / Accumax,Pipettes,,unit,2310,,Pro mech pipette.png,Pro mech pipette.png
VAP-1005,RP Pro Mechanical Pipette 500-10000 ACCUMAX (VAP-1005),Neuation / Accumax,Pipettes,,unit,2310,,Pro mech pipette.png,Pro mech pipette.png
FAP-2.5,ACCUMAX PRO Fix Volume Micropipette 2.5  (FAP-205),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-5,ACCUMAX PRO Fix Volume Micropipette 5  (FAP-5),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-10,ACCUMAX PRO Fix Volume Micropipette 10  (FAP-10),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-20,ACCUMAX PRO Fix Volume Micropipette 20  (FAP-20),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-25,ACCUMAX PRO Fix Volume Micropipette 25  (FAP-25),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-50,ACCUMAX PRO Fix Volume Micropipette 50  (FAP-50),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-100,ACCUMAX PRO Fix Volume Micropipette 100  (FAP-100),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-200,ACCUMAX PRO Fix Volume Micropipette 200  (FAP-200),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-250,ACCUMAX PRO Fix Volume Micropipette 250 (FAP-250),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-500,ACCUMAX PRO Fix Volume Micropipette 500 (FAP-500),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-1000,ACCUMAX PRO Fix Volume Micropipette 1000 (FAP-1000),Neuation / Accumax,Pipettes,,unit,1870,,Pro mech pipette.png,Pro mech pipette.png
FAP-2000,ACCUMAX PRO Fix Volume Micropipette 2000  (FAP-2000),Neuation / Accumax,Pipettes,,unit,1980,,Pro mech pipette.png,Pro mech pipette.png
FAP-5000,ACCUMAX PRO Fix Volume Micropipette 5000  (FAP-5000),Neuation / Accumax,Pipettes,,unit,1980,,Pro mech pipette.png,Pro mech pipette.png
FAP-10000,ACCUMAX PRO Fix Volume Micropipette 10000  (FAP-10000),Neuation / Accumax,Pipettes,,unit,1980,,Pro mech pipette.png,Pro mech pipette.png
MAP8-010,RPM P 0.5-10 (8) ACCUMAX (MAP 8-010),Neuation / Accumax,Pipettes,,unit,17105,,,
MAP8-050,RPM P 5-50 (8) ACCUMAX (MAP 8-050),Neuation / Accumax,Pipettes,,unit,17105,,,
MAP8-100,RPM P 10-100 (8) ACCUMAX (MAP 8-100),Neuation / Accumax,Pipettes,,unit,17105,,,
MAP8-200,RPM P 20-200 (8) ACCUMAX (MAP 8-200),Neuation / Accumax,Pipettes,,unit,17105,,,
MAP8-300,RPM P 30-300 (8) ACCUMAX (MAP 8-300),Neuation / Accumax,Pipettes,,unit,17105,,,
MAP12-010,RPM P 0.5-10 (12) ACCUMAX (MAP 12-010),Neuation / Accumax,Pipettes,,unit,19965,,,
MAP12-050,RPM P 5-50 (12) ACCUMAX (MAP 12-050),Neuation / Accumax,Pipettes,,unit,19965,,,
MAP12-100,RPM P 10-100 (12) ACCUMAX (MAP 12-100),Neuation / Accumax,Pipettes,,unit,19965,,,
MAP12-200,RPM P 20-200 (12) ACCUMAX (MAP 12-200),Neuation / Accumax,Pipettes,,unit,19965,,,
MAP12-300,RPM P 30-300 (12) ACCUMAX (MAP 12-300),Neuation / Accumax,Pipettes,,unit,19965,,,
AFV-2.5,Fab PIPETTE DP 0.1-2.5 µL (AFV-2.5),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-10,DP 0.5-10 µL (AFV-10),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-20,DP 2-20 µL (AFV-20),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-50,DP 5-50 µL (AFV-50),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-100,DP 10-100 µL (AFV-100),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-200,DP 20-200 µL (AFV-200),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-1000,DP 100-1000 µL (AFV-1000),Neuation / Accumax,Pipettes,,unit,12584,,AFV.png,
AFV-5000,DP 1000-5000 µL (AFV-5000),Neuation / Accumax,Pipettes,,unit,13087,,AFV.png,
AFV-10000,DP 1000-10000 µL (AFV-10000),Neuation / Accumax,Pipettes,,unit,13590,,AFV.png,
AFF-2.5,DPF 2.5 µL (AFF-250),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-250,DPF 250 µL (AFF-250),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-5,DPF 5 µL (AFF-5),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-10,DPF 10 µL (AFF-10),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-20,DPF 20 µL (AFF-20),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-25,DPF 25 µL (AFF-25),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-50,DPF 50 µL (AFF-50),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-100,DPF 100 µL (AFF-100),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-200,DPF 200 µL (AFF-200),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-500,DPF 500 µL (AFF-500),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-1000,DPF 1000 µL (AFF-1000),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-2000,DPF 2000 µL (AFF-2000),Neuation / Accumax,Pipettes,,unit,8468,,AFV.png,
AFF-5000,DPF 5000 µL (AFF-5000),Neuation / Accumax,Pipettes,,unit,8807,,AFV.png,
AFF-10000,DPF 10000 µL (AFF-10000),Neuation / Accumax,Pipettes,,unit,9146,,AFV.png,
AFM8-010,DPM 0.5-10 (8) (AFM8-010),Neuation / Accumax,Other,,unit,30961,,,
AFM8-020,DPM 2-20 (8) (AFM8-020),Neuation / Accumax,Other,,unit,30961,,,
AFM8-050,DPM 5-50 (8) (AFM8-050),Neuation / Accumax,Other,,unit,30961,,,
AFM8-100,DPM 10-100 (8) (AFM8-100),Neuation / Accumax,Other,,unit,30961,,,
AFM8-200,DPM 20-200 (8) (AFM8-200),Neuation / Accumax,Other,,unit,30961,,,
AFM8-300,DPM 30-300 (8) (AFM8-300),Neuation / Accumax,Other,,unit,30961,,,
AFM8-1200,DPM 120-1200 (8) (AFM8-1200),Neuation / Accumax,Other,,unit,33128,,,
AFM12-010,DPM 0.5-10 (12) (AFM12-010),Neuation / Accumax,Other,,unit,38854,,,
AFM12-020,DPM 2-20 (12) (AFM12-020),Neuation / Accumax,Other,,unit,38854,,,
AFM12-050,DPM 5-50 (12) (AFM12-050),Neuation / Accumax,Other,,unit,38854,,,
AFM12-100,DPM 10-100 (12) (AFM12-100),Neuation / Accumax,Other,,unit,38854,,,
AFM12-200,DPM 20-200 (12) (AFM12-200),Neuation / Accumax,Other,,unit,38854,,,
AFM12-300,DPM 30-300 (12) (AFM12-300),Neuation / Accumax,Other,,unit,38854,,,
AFM12-1200,DPM 120-1200 (12) (AFM12-1200),Neuation / Accumax,Other,,unit,41574,,,
AE-10,ACCUMAX Electronic Pipette - Single Channel 0.5-10 (AE-10)(PFE-10),Neuation / Accumax,Pipettes,,unit,36828,,Elec pipette.png,Elec pipette desc.png
AE-100,ACCUMAX Electronic Pipette - Single Channel 5-100 (AE-100)(PEF-100),Neuation / Accumax,Pipettes,,unit,36828,,Elec pipette.png,Elec pipette desc.png
AE-200,ACCUMAX Electronic Pipette - Single Channel 10-200 (AE-200)(PFE-200),Neuation / Accumax,Pipettes,,unit,36828,,Elec pipette.png,Elec pipette desc.png
AE-1000,ACCUMAX Electronic Pipette - Single Channel 50-1000 (AE-1000)(PEF-1000),Neuation / Accumax,Pipettes,,unit,36828,,Elec pipette.png,Elec pipette desc.png
AE-5000,ACCUMAX Electronic Pipette - Single Channel 250-5000 (AE-5000)(PFE-5000),Neuation / Accumax,Pipettes,,unit,39204,,Elec pipette.png,Elec pipette desc.png
AE-8-10,ACCUMAX Electronic pipette 0.5-10 (8) (AE-8-10)(PFE-8-10),Neuation / Accumax,Pipettes,,unit,53460,,Elec pipette.png,Elec pipette desc.png
AE-8-20,ACCUMAX Electronic pipette 2-20 (8) (AE-8-20)(PFE-8-20),Neuation / Accumax,Pipettes,,unit,53460,,Elec pipette.png,Elec pipette desc.png
AE-8-100,ACCUMAX Electronic pipette 5-100 (8) (AE-8-100)(PFE-8-100),Neuation / Accumax,Pipettes,,unit,53460,,Elec pipette.png,Elec pipette desc.png
AE-8-200,ACCUMAX Electronic pipette 10-200 (8) (AE-8-200)(PFE-8-200),Neuation / Accumax,Pipettes,,unit,53460,,Elec pipette.png,Elec pipette desc.png
AE-8-300,ACCUMAX Electronic pipette 15-300 (8) (AE-8-300)(PFE-8-300),Neuation / Accumax,Pipettes,,unit,53460,,Elec pipette.png,Elec pipette desc.png
AE-8-1200,ACCUMAX Electronic pipette 50-1200 (8) (AE-8-1200)(PFE-8-1200),Neuation / Accumax,Pipettes,,unit,72170,,Elec pipette.png,Elec pipette desc.png
AE-12-10,ACCUMAX Electronic pipette 0.5-10 (12) (AE-12-10)(PFE-12-10),Neuation / Accumax,Pipettes,,unit,60588,,Elec pipette.png,Elec pipette desc.png
AE-12-20,ACCUMAX Electronic pipette 2-20 (12) (AE-12-20)(PFE-12-20),Neuation / Accumax,Pipettes,,unit,60588,,Elec pipette.png,Elec pipette desc.png
AE-12-100,ACCUMAX Electronic pipette 5-100 (12) (AE-12-100)(PFE-12-100),Neuation / Accumax,Pipettes,,unit,60588,,Elec pipette.png,Elec pipette desc.png
AE-12-200,ACCUMAX Electronic pipette 10-200 (12) (AE-12-200)(PFE-12-200),Neuation / Accumax,Pipettes,,unit,60588,,Elec pipette.png,Elec pipette desc.png
AE-12-300,ACCUMAX Electronic pipette 15-300 (12) (AE-12-300)(PFE-12-300),Neuation / Accumax,Pipettes,,unit,60588,,Elec pipette.png,Elec pipette desc.png
AE-12-1200,ACCUMAX Electronic pipette 50-1200 (12) (AE-12-1200)(PFE-12-1200),Neuation / Accumax,Pipettes,,unit,81790,,Elec pipette.png,Elec pipette desc.png
AJ-5,JR Pipette 5 ACCUMAX (AJ-005),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-10,JR Pipette 10 ACCUMAX (AJ-010),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-20,JR Pipette 20 ACCUMAX (AJ-020),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-25,JR Pipette 25 ACCUMAX (AJ-025),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-50,JR Pipette 50 ACCUMAX (AJ-050),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-100,JR Pipette 100 ACCUMAX (AJ-100),Neuation / Accumax,Other,,unit,715,,JR pipette.png,JR pipette desc.png
AJ-200,JR Pipette 200 ACCUMAX (AJ-200),Neuation / Accumax,Other,,unit,935,,JR pipette.png,JR pipette desc.png
VA-100,VA-FA Mechanical Pipette 0.5-10 ACCUMAX (VA-100),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-125,VA-FA Mechanical Pipette 0.1-2.5 ACCUMAX (VA-125),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-200,VA-FA Mechanical Pipette 5-50 ACCUMAX (VA-200),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-300,VA-FA Mechanical Pipette 50-200 ACCUMAX (VA-300),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-400,VA-FA Mechanical Pipette 200-1000 ACCUMAX (VA-400),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-500,VA-FA Mechanical Pipette 10-100 ACCUMAX (VA-500),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-600,VA-FA Mechanical Pipette 100-1000 ACCUMAX (VA-600),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-700,VA-FA Mechanical Pipette 2-20 ACCUMAX (VA-700),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-800,VA-FA Mechanical Pipette 20-200 ACCUMAX (VA-800),Neuation / Accumax,Pipettes,,unit,1815,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-900,VA-FA Mechanical Pipette 1000-5000 ACCUMAX (VA-900),Neuation / Accumax,Pipettes,,unit,2035,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-905,VA-FA Mechanical Pipette 500-5000 ACCUMAX (VA-905),Neuation / Accumax,Pipettes,,unit,2035,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-1000,VA-FA Mechanical Pipette 1000-10000 ACCUMAX (VA-1000),Neuation / Accumax,Pipettes,,unit,2035,,VA-FA Mech pipette.png,VA-FA mech pipette.png
VA-1005,VA-FA Mechanical Pipette 500-10000 ACCUMAX (VA-1005),Neuation / Accumax,Pipettes,,unit,2035,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-2.5,ACCUMAX VA-FA Fix Volume Micropipette (FA-2.5),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-250,ACCUMAX VA-FA Fix Volume Micropipette (FA-250),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-5,ACCUMAX VA-FA Fix Volume Micropipette (FA-5),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-10,ACCUMAX VA-FA Fix Volume Micropipette (FA-10),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-20,ACCUMAX VA-FA Fix Volume Micropipette (FA-20),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-25,ACCUMAX VA-FA Fix Volume Micropipette (FA-25),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-50,ACCUMAX VA-FA Fix Volume Micropipette (FA-50),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-100,ACCUMAX VA-FA Fix Volume Micropipette (FA-100),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-200,ACCUMAX VA-FA Fix Volume Micropipette (FA-200),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-500,ACCUMAX VA-FA Fix Volume Micropipette (FA-500),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-1000,ACCUMAX VA-FA Fix Volume Micropipette (FA-1000),Neuation / Accumax,Pipettes,,unit,1540,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-2000,ACCUMAX VA-FA Fix Volume Micropipette (FA-2000),Neuation / Accumax,Pipettes,,unit,1705,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-5000,ACCUMAX VA-FA Fix Volume Micropipette (FA-5000),Neuation / Accumax,Pipettes,,unit,1705,,VA-FA Mech pipette.png,VA-FA mech pipette.png
FA-10000,ACCUMAX VA-FA Fix Volume Micropipette (FA-10000),Neuation / Accumax,Pipettes,,unit,1705,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA8-010,ACCUMAX  Multi channel pipettes 0.5-10 (8) (MA 8-010),Neuation / Accumax,Pipettes,,unit,16005,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA8-050,ACCUMAX  Multi channel pipettes 5-50 (8)  (MA 8-050),Neuation / Accumax,Pipettes,,unit,16005,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA8-100, ACCUMAX  Multi channel pipettes 10-100 (8) (MA 8-100),Neuation / Accumax,Pipettes,,unit,16005,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA8-200,ACCUMAX  Multi channel pipettes 20-200 (8)  (MA 8-200),Neuation / Accumax,Pipettes,,unit,16005,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA8-300,ACCUMAX  Multi channel pipettes 30-300 (8)  (MA 8-300),Neuation / Accumax,Pipettes,,unit,16005,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA12-010,ACCUMAX  Multi channel pipettes 0.5-10 (12)  (MA 12-010),Neuation / Accumax,Pipettes,,unit,19085,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA12-050,ACCUMAX  Multi channel pipettes 5-50 (12)  (MA 12-050),Neuation / Accumax,Pipettes,,unit,19085,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA12-100, ACCUMAX  Multi channel pipettes 10-100 (12)  (MA 12-100),Neuation / Accumax,Pipettes,,unit,19085,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA12-200, ACCUMAX  Multi channel pipettes 20-200 (12)  (MA 12-200),Neuation / Accumax,Pipettes,,unit,19085,,VA-FA Mech pipette.png,VA-FA mech pipette.png
MA12-300, ACCUMAX  Multi channel pipettes 30-300 (12)  (MA 12-300),Neuation / Accumax,Pipettes,,unit,19085,,VA-FA Mech pipette.png,VA-FA mech pipette.png
ADR – 2.5,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 0.25-2.5 ML (ADR-2.5)(PDR-2.5),Neuation / Accumax,Other,,unit,14440,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 05,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 0.5-5 ML (ADR-05)(PDR-05),Neuation / Accumax,Other,,unit,14440,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 10,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 1-10 ML (ADR-10)(PDR-10),Neuation / Accumax,Other,,unit,14440,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 25,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 2.5-25 ML (ADR-25)(PDR-25),Neuation / Accumax,Other,,unit,17325,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 30,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 2.5-30 ML (ADR-30)(PDR-30),Neuation / Accumax,Other,,unit,17325,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 50,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 5-50 ML (ADR-50)(PDR-50),Neuation / Accumax,Other,,unit,17325,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 60,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 5-60 ML (ADR-60)(PDR-60),Neuation / Accumax,Other,,unit,17325,,bottle top dispenser.png,bottle top dispenser desc.png
ADR – 100,ACCUMAX BOTTLE TOP DISPENSER W/ Re-circulation 10-100 ML (ADR-100)(PDR-100),Neuation / Accumax,Other,,unit,19050,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 2.5,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 0.25-2.5 ML (AD-2.5)(PD-2.5),Neuation / Accumax,Other,,unit,12500,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 05,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 0.5-5 ML (AD-05)(PD-05),Neuation / Accumax,Other,,unit,12500,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 10,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 1-10 ML (AD-10)(PD-10),Neuation / Accumax,Other,,unit,12500,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 25,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 2.5-25 ML (AD-25)(PD-25),Neuation / Accumax,Other,,unit,13755,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 30,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 2.5-30 ML (AD-30)(PD-30),Neuation / Accumax,Other,,unit,13755,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 50,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 5-50 ML (AD-50)(PD-50),Neuation / Accumax,Other,,unit,13755,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 60,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 5-60 ML (AD-60)(PD-60),Neuation / Accumax,Other,,unit,13755,,bottle top dispenser.png,bottle top dispenser desc.png
AD – 100,ACCUMAX BOTTLE TOP DISPENSER W/O Re-circulation 10-100 ML (AD-100)(PD-100),Neuation / Accumax,Other,,unit,15840,,bottle top dispenser.png,bottle top dispenser desc.png
ADA-01,AD00_PIN_0089_03A_P_0_THREAD CAP (28MM),Neuation / Accumax,Other,,unit,308,,,
ADA-02,AD00_PIN_0090_03A_P_0_THREAD CAP (38MM),Neuation / Accumax,Other,,unit,737,,,
ADA-03,AD00_PIN_0091_03A_P_0_THREAD CAP (40MM),Neuation / Accumax,Other,,unit,616,,,
ADA-04,AD00_PIN_0092_03A_P_0_THREAD CAP (45MM),Neuation / Accumax,Other,,unit,715,,,
PH01-R,PIPETTE CONTROLLER RED ACCUMAX (PH01-R),Neuation / Accumax,Other,,unit,19415,,Pipette Controller.png,Pipette Controller desc.png
PH01-O,PIPETTE CONTROLLER ORANGE ACCUMAX (PH01-O),Neuation / Accumax,Other,,unit,19415,,Pipette Controller.png,Pipette Controller desc.png
PH01-G,PIPETTE CONTROLLER GREEN ACCUMAX (PH01-G),Neuation / Accumax,Other,,unit,19415,,Pipette Controller.png,Pipette Controller desc.png
PH01-B,PIPETTE CONTROLLER BLUE ACCUMAX (PH01-B),Neuation / Accumax,Other,,unit,19415,,Pipette Controller.png,Pipette Controller desc.png
8-100-32-9,DP 0.1-2.5 µL (ALFV-2.5),Neuation / Accumax,Other,,unit,13708,,,
8-101-32-9,DP 0.5-10 µL (ALFV-10),Neuation / Accumax,Other,,unit,13708,,,
8-102-32-9,DP 2-20 µL (ALFV-20),Neuation / Accumax,Other,,unit,13708,,,
8-103-32-9,DP 5-50 µL (ALFV-50),Neuation / Accumax,Other,,unit,13708,,,
8-104-32-9,DP 10-100 µL (ALFV-100),Neuation / Accumax,Other,,unit,13708,,,
8-105-32-9,DP 20-200 µL (ALFV-200),Neuation / Accumax,Other,,unit,13708,,,
